Accuracy,Batch-size,CONSORTIUM,Decoder,F1,Freeze backbone?,Input Modalities,Instance-wise_F1 Score,Instance-wise_False Negatives,Instance-wise_False Positives,Instance-wise_Precision,Instance-wise_Recall,Instance-wise_True Positives,IoU_target_class,Loss,Model,Patch_size,Precision_pixel,RMSE,Recall,Run id,Subset,Subset seed,Sweep id,Task,TiM modalities (Terramind),USE CASE,Unnamed: 28,Version,mIoU (default macro),mIoU micro
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.691608787,,Terramind,16 (Terramind),,,,w8m03dga,0.05,2.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.820469081,0.912960172
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.684257209,,Terramind,16 (Terramind),,,,3cdbxggw,0.1,2.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.815449953,0.90871197
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.67935276,,Terramind,16 (Terramind),,,,yoirkrpj,0.05,2.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.811360002,0.903736413
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.677115142,,Terramind,16 (Terramind),,,,7hgu32da,0.05,0.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.810330391,0.903894782
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.656129539,,Terramind,16 (Terramind),,,,238h8t7z,0.05,2.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.798998713,0.90054822
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.644747198,,Terramind,16 (Terramind),,,,ky3g76zo,0.5,1.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.794817626,0.904579222
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.635990679,,Terramind,16 (Terramind),,,,rc1randz,0.05,0.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.789049387,0.900103688
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.631840408,,Terramind,16 (Terramind),,,,5sa14y9m,0.5,2.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.786999643,0.900024831
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.612101912,,Terramind,16 (Terramind),,,,n1dm072b,0.05,0.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.774815917,0.892390192
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.599422097,,Terramind,16 (Terramind),,,,582qqi9f,0.25,1.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.768734276,0.892689645
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.597925127,,Terramind,16 (Terramind),,,,cwau4k3q,0.1,1.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.768097401,0.892971396
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.57135874,,Terramind,16 (Terramind),,,,bdh3wta0,0.25,0.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.753795505,0.888980687
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.498694748,,Terramind,16 (Terramind),,,,wlbyltrp,0.1,0.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.712957382,0.872893572
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.475790709,,Terramind,16 (Terramind),,,,l592usym,0.1,2.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.700826943,0.870097935
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.388616115,,Terramind,16 (Terramind),,,,uugq465h,0.05,1.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.649348795,0.843220949
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.297391057,,Terramind,16 (Terramind),,,,hcjk4gs0,0.05,2.0,i0qs7c1z,Segmentation,LULC,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.600013793,0.828972936
,,FAST-EO,linear,,False,s2,,,,,,,0.711829603,,Terramind,16 (Terramind),,,,7pcudile,0.5,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.83608067,0.930262983
,,FAST-EO,linear,,False,s2,,,,,,,0.724908173,,Terramind,16 (Terramind),,,,erawlcn3,0.5,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.84392786,0.93469137
,,FAST-EO,linear,,False,s2,,,,,,,0.714174092,,Terramind,16 (Terramind),,,,foi7p6nz,0.5,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.837540627,0.931221128
,,FAST-EO,linear,,False,s2,,,,,,,0.678714275,,Terramind,16 (Terramind),,,,xm5pub1r,0.25,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.816509008,0.91998744
,,FAST-EO,linear,,False,s2,,,,,,,0.695501685,,Terramind,16 (Terramind),,,,3o46w0dz,0.25,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.82663089,0.925811589
,,FAST-EO,linear,,False,s2,,,,,,,0.68011874,,Terramind,16 (Terramind),,,,4ke53ka6,0.25,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.817790627,0.921811223
,,FAST-EO,linear,,False,s2,,,,,,,0.603454053,,Terramind,16 (Terramind),,,,1pmhipfr,0.1,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.7701931,0.891172469
,,FAST-EO,linear,,False,s2,,,,,,,0.650545716,,Terramind,16 (Terramind),,,,cyynjwzy,0.1,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.801588297,0.916570604
,,FAST-EO,linear,,False,s2,,,,,,,0.644183338,,Terramind,16 (Terramind),,,,oicrqaag,0.1,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.796645403,0.910951614
,,FAST-EO,linear,,False,s2,,,,,,,0.612056851,,Terramind,16 (Terramind),,,,dz82ulrb,0.05,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.778832853,0.904594004
,,FAST-EO,linear,,False,s2,,,,,,,0.552337825,,Terramind,16 (Terramind),,,,7u3gm3ne,0.05,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.739492416,0.873948395
,,FAST-EO,linear,,False,s2,,,,,,,0.611965716,,Terramind,16 (Terramind),,,,yocym2xc,0.05,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.777869701,0.901779354
,,FAST-EO,linear,,True,s2,,,,,,,0.472789913,,Terramind,16 (Terramind),,,,p316zurd,0.5,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.695204496,0.857504249
,,FAST-EO,linear,,True,s2,,,,,,,0.488966584,,Terramind,16 (Terramind),,,,acw7kd6l,0.5,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.704435885,0.861515284
,,FAST-EO,linear,,True,s2,,,,,,,0.428953677,,Terramind,16 (Terramind),,,,hif1mnd9,0.5,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.664820731,0.830801308
,,FAST-EO,linear,,True,s2,,,,,,,0.403790653,,Terramind,16 (Terramind),,,,yh8j12qw,0.25,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.651195168,0.826677382
,,FAST-EO,linear,,True,s2,,,,,,,0.479052782,,Terramind,16 (Terramind),,,,2k52r3u0,0.25,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.700309753,0.863660634
,,FAST-EO,linear,,True,s2,,,,,,,0.398770064,,Terramind,16 (Terramind),,,,m8utuddm,0.25,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.646610856,0.820427895
,,FAST-EO,linear,,True,s2,,,,,,,0.35593015,,Terramind,16 (Terramind),,,,m20dpd8q,0.1,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.623797953,0.814528286
,,FAST-EO,linear,,True,s2,,,,,,,0.399468035,,Terramind,16 (Terramind),,,,8o6u9l4r,0.1,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.653128028,0.83862406
,,FAST-EO,linear,,True,s2,,,,,,,0.356522053,,Terramind,16 (Terramind),,,,nzrfb41s,0.1,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.614887893,0.788221598
,,FAST-EO,linear,,True,s2,,,,,,,0.312687606,,Terramind,16 (Terramind),,,,3r803i8j,0.05,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.590949178,0.78023988
,,FAST-EO,linear,,True,s2,,,,,,,0.249280423,,Terramind,16 (Terramind),,,,lg1thx6n,0.05,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.572587132,0.817145109
,,FAST-EO,linear,,True,s2,,,,,,,0.330109447,,Terramind,16 (Terramind),,,,pvohutj5,0.05,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.612922311,0.81955564
,,FAST-EO,upernet,,False,s2,,,,,,,0.772801638,,Terramind,16 (Terramind),,,,ixdn4hda,0.5,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.871746004,0.948078811
,,FAST-EO,upernet,,False,s2,,,,,,,0.753608584,,Terramind,16 (Terramind),,,,bxfulpgj,0.5,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.860389352,0.942060232
,,FAST-EO,upernet,,False,s2,,,,,,,0.742361784,,Terramind,16 (Terramind),,,,mrgtmypz,0.5,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.853792667,0.938719034
,,FAST-EO,upernet,,False,s2,,,,,,,0.704576552,,Terramind,16 (Terramind),,,,ldv3btp1,0.25,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.831681013,0.927662849
,,FAST-EO,upernet,,False,s2,,,,,,,0.727898657,,Terramind,16 (Terramind),,,,pk1m7jy7,0.25,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.845457196,0.934882164
,,FAST-EO,upernet,,False,s2,,,,,,,0.732645273,,Terramind,16 (Terramind),,,,73psfm7a,0.25,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.848187327,0.936124384
,,FAST-EO,upernet,,False,s2,,,,,,,0.6363585,,Terramind,16 (Terramind),,,,gs9rfr6n,0.1,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.792945385,0.911365509
,,FAST-EO,upernet,,False,s2,,,,,,,0.634468079,,Terramind,16 (Terramind),,,,zndw6myq,0.1,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.793109596,0.914754391
,,FAST-EO,upernet,,False,s2,,,,,,,0.682828605,,Terramind,16 (Terramind),,,,71v24vol,0.1,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.820519209,0.926150084
,,FAST-EO,upernet,,False,s2,,,,,,,0.568728983,,Terramind,16 (Terramind),,,,kazg5ks1,0.05,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.751631439,0.886323571
,,FAST-EO,upernet,,False,s2,,,,,,,0.583011985,,Terramind,16 (Terramind),,,,opdtf2uq,0.05,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.762594223,0.898436666
,,FAST-EO,upernet,,False,s2,,,,,,,0.566496491,,Terramind,16 (Terramind),,,,sbikodyw,0.05,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.753253162,0.894604623
,,FAST-EO,upernet,,True,s2,,,,,,,0.680871546,,Terramind,16 (Terramind),,,,ase39r0f,0.5,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.819084525,0.924674451
,,FAST-EO,upernet,,True,s2,,,,,,,0.676393807,,Terramind,16 (Terramind),,,,getlxyyw,0.5,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.815979064,0.921858609
,,FAST-EO,upernet,,True,s2,,,,,,,0.667130828,,Terramind,16 (Terramind),,,,bl0xnhxe,0.5,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.810186803,0.91800338
,,FAST-EO,upernet,,True,s2,,,,,,,0.648683965,,Terramind,16 (Terramind),,,,zurg866f,0.25,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.801030755,0.917679608
,,FAST-EO,upernet,,True,s2,,,,,,,0.674068153,,Terramind,16 (Terramind),,,,aefs3ihl,0.25,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.81449616,0.920801461
,,FAST-EO,upernet,,True,s2,,,,,,,0.657669365,,Terramind,16 (Terramind),,,,9si71d7b,0.25,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.806146502,0.919868708
,,FAST-EO,upernet,,True,s2,,,,,,,0.607152998,,Terramind,16 (Terramind),,,,374pfc8k,0.1,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.775340557,0.901251495
,,FAST-EO,upernet,,True,s2,,,,,,,0.627290308,,Terramind,16 (Terramind),,,,mf97y9b2,0.1,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.789140999,0.913374007
,,FAST-EO,upernet,,True,s2,,,,,,,0.59845525,,Terramind,16 (Terramind),,,,gyzrjwq6,0.1,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.771085978,0.901271701
,,FAST-EO,upernet,,True,s2,,,,,,,0.563694894,,Terramind,16 (Terramind),,,,nhwcxzgt,0.05,2.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.748932838,0.885601759
,,FAST-EO,upernet,,True,s2,,,,,,,0.586462736,,Terramind,16 (Terramind),,,,cv61gufv,0.05,1.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.76560545,0.902520359
,,FAST-EO,upernet,,True,s2,,,,,,,0.548952222,,Terramind,16 (Terramind),,,,wz2q14fh,0.05,0.0,ut0rlwzm,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.741982579,0.886394262
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.69343394,,Terramind,16 (Terramind),,,,nj0pal74,0.5,2.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.820218086,0.909627497
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.697360814,,Terramind,16 (Terramind),,,,j3zicm4s,0.5,1.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.82313621,0.912580431
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.695819318,,Terramind,16 (Terramind),,,,ji69npo8,0.5,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.822123408,0.911807597
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.680233121,,Terramind,16 (Terramind),,,,28abgfjg,0.25,2.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.811355829,0.902496517
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.668519199,,Terramind,16 (Terramind),,,,yp9cp6j2,0.25,1.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.805164218,0.900997937
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.693885565,,Terramind,16 (Terramind),,,,x1lzyxqh,0.25,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.82042861,0.909602582
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.672065318,,Terramind,16 (Terramind),,,,w741gu9m,0.1,2.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.806361556,0.899501622
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.694026947,,Terramind,16 (Terramind),,,,yd2y4ku6,0.1,1.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.822019219,0.914062858
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.670556307,,Terramind,16 (Terramind),,,,2am45it3,0.1,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.805562258,0.899302304
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.376700431,,Terramind,16 (Terramind),,,,7zswwhb5,0.05,2.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.586361408,0.692632318
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.442974567,,Terramind,16 (Terramind),,,,s6vjjpuu,0.05,1.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.643705368,0.756793857
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.343821883,,Terramind,16 (Terramind),,,,w6qjs9yg,0.05,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.555984735,0.657362044
,,FAST-EO,linear,,True,s1+s2,,,,,,,0.134673715,,Terramind,16 (Terramind),,,,czmdc58u,0.05,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.254425287,0.273659348
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.71720618,,Terramind,16 (Terramind),,,,896fnjoz,0.1,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.836463928,0.923432052
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.81760478,,Terramind,16 (Terramind),,,,ieff5a05,0.5,2.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.894720018,0.951205254
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.811888397,,Terramind,16 (Terramind),,,,lecde9pq,0.5,1.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.891760111,0.950698495
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.811125398,,Terramind,16 (Terramind),,,,03pwzpce,0.5,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.891370773,0.950648546
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.803660274,,Terramind,16 (Terramind),,,,ns0gl1fj,0.25,2.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.886468887,0.946868718
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.780044138,,Terramind,16 (Terramind),,,,6rjpegp7,0.25,1.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.87292552,0.940814495
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.728226364,,Terramind,16 (Terramind),,,,r2nquh98,0.25,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.84382838,0.929399729
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.744329274,,Terramind,16 (Terramind),,,,y2mldzg1,0.1,2.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.852353394,0.931388021
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.756154597,,Terramind,16 (Terramind),,,,9pg3c8zc,0.1,1.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.859113812,0.934356213
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.705197811,,Terramind,16 (Terramind),,,,4bfug05i,0.1,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.829390168,0.919793606
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.679099619,,Terramind,16 (Terramind),,,,d97xh17o,0.05,2.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.812845588,0.908424437
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.732789338,,Terramind,16 (Terramind),,,,cdif0yls,0.05,1.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.846355915,0.930298984
,,FAST-EO,upernet,,True,s1+s2,,,,,,,0.684389293,,Terramind,16 (Terramind),,,,gr9c6x97,0.05,0.0,ut0rlwzm,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.814724624,0.90641135
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.805330992,,Terramind,16 (Terramind),,,,wt8row1x,0.5,2.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.887708426,0.94814074
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.824296772,,Terramind,16 (Terramind),,,,sc8xuxsd,0.5,1.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.898685813,0.953305364
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.798877835,,Terramind,16 (Terramind),,,,xihcvyer,0.5,0.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.883964896,0.946358263
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.785650671,,Terramind,16 (Terramind),,,,xmu7hv1n,0.25,2.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.875566363,0.94053936
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.774779022,,Terramind,16 (Terramind),,,,tcgo2p0x,0.25,1.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.869404435,0.937966883
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.721251667,,Terramind,16 (Terramind),,,,de7k17e1,0.25,0.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.838427663,0.923406243
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.705321431,,Terramind,16 (Terramind),,,,yzmh5z3t,0.1,2.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.827751517,0.914772034
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.719980121,,Terramind,16 (Terramind),,,,saa9j9vr,0.1,1.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.83774972,0.923233032
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.736535609,,Terramind,16 (Terramind),,,,i4nsvaln,0.1,0.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.846454203,0.925141454
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.655887425,,Terramind,16 (Terramind),,,,xi0wwf8h,0.05,2.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.797216415,0.895714998
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.709913909,,Terramind,16 (Terramind),,,,5mn8c8ad,0.05,1.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.831819177,0.920181692
,,FAST-EO,upernet,,False,s1+s2,,,,,,,0.652290523,,Terramind,16 (Terramind),,,,icjlbruj,0.05,0.0,dmqmfkcg,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.795552135,0.895939112
,,FAST-EO,upernet,,True,s2,,,,,,,0.828397036,,Thor,4,,,,eqkrkuqc,0.25,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.901239991,0.954967022
,,FAST-EO,upernet,,True,s2,,,,,,,0.816156685,,Thor,4,,,,35jgxd6h,0.5,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.894345403,0.952208042
,,FAST-EO,upernet,,True,s2,,,,,,,0.816192508,,Thor,4,,,,kx1lnv1g,0.25,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.894167364,0.95161736
,,FAST-EO,upernet,,True,s2,,,,,,,0.813474119,,Thor,4,,,,ik1cni9j,0.5,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.89283812,0.951615036
,,FAST-EO,upernet,,True,s2,,,,,,,0.807196498,,Thor,4,,,,yc2elzx9,0.5,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.888917565,0.949038088
,,FAST-EO,upernet,,True,s2,,,,,,,0.805803478,,Thor,4,,,,h4f2g24m,0.1,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.887640476,0.947246373
,,FAST-EO,upernet,,True,s2,,,,,,,0.801874042,,Thor,4,,,,w3p6h2kh,0.1,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.885574579,0.946800172
,,FAST-EO,upernet,,True,s2,,,,,,,0.797559977,,Thor,4,,,,81dwl8dy,0.05,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.882889092,0.945061445
